Date,High,Low,Open,Close,Volume,Adj Close
2015-05-11,2117.68994140625,2104.580078125,2115.56005859375,2105.330078125,2992670000,2105.330078125
2015-05-12,2105.06005859375,2085.570068359375,2102.8701171875,2099.1201171875,3139520000,2099.1201171875
2015-05-13,2110.18994140625,2096.0400390625,2099.6201171875,2098.47998046875,3374260000,2098.47998046875
2015-05-14,2121.449951171875,2100.429931640625,2100.429931640625,2121.10009765625,3225740000,2121.10009765625
2015-05-15,2123.889892578125,2116.81005859375,2122.070068359375,2122.72998046875,3092080000,2122.72998046875
2015-05-18,2131.780029296875,2120.010009765625,2121.300048828125,2129.199951171875,2888190000,2129.199951171875
2015-05-19,2133.02001953125,2124.5,2129.449951171875,2127.830078125,3296030000,2127.830078125
2015-05-20,2134.719970703125,2122.590087890625,2127.7900390625,2125.85009765625,3025880000,2125.85009765625
2015-05-21,2134.280029296875,2122.949951171875,2125.550048828125,2130.820068359375,3070460000,2130.820068359375
2015-05-22,2132.14990234375,2126.06005859375,2130.360107421875,2126.06005859375,2571860000,2126.06005859375
2015-05-26,2125.340087890625,2099.179931640625,2125.340087890625,2104.199951171875,3342130000,2104.199951171875
2015-05-27,2126.219970703125,2105.1298828125,2105.1298828125,2123.47998046875,3127960000,2123.47998046875
2015-05-28,2122.27001953125,2112.860107421875,2122.27001953125,2120.7900390625,2980350000,2120.7900390625
2015-05-29,2120.659912109375,2104.889892578125,2120.659912109375,2107.389892578125,3927390000,2107.389892578125
2015-06-01,2119.14990234375,2102.5400390625,2108.639892578125,2111.72998046875,3011710000,2111.72998046875
2015-06-02,2117.590087890625,2099.139892578125,2110.409912109375,2109.60009765625,3049350000,2109.60009765625
2015-06-03,2121.919921875,2109.610107421875,2110.639892578125,2114.070068359375,3099980000,2114.070068359375
2015-06-04,2112.889892578125,2093.22998046875,2112.35009765625,2095.840087890625,3200050000,2095.840087890625
2015-06-05,2100.989990234375,2085.669921875,2095.090087890625,2092.830078125,3243690000,2092.830078125
2015-06-08,2093.010009765625,2079.110107421875,2092.340087890625,2079.280029296875,2917150000,2079.280029296875
2015-06-09,2085.6201171875,2072.139892578125,2079.070068359375,2080.14990234375,3034580000,2080.14990234375
2015-06-10,2108.5,2081.1201171875,2081.1201171875,2105.199951171875,3414320000,2105.199951171875
2015-06-11,2115.02001953125,2106.239990234375,2106.239990234375,2108.860107421875,3128600000,2108.860107421875
2015-06-12,2107.429931640625,2091.330078125,2107.429931640625,2094.110107421875,2719400000,2094.110107421875
2015-06-15,2091.340087890625,2072.489990234375,2091.340087890625,2084.429931640625,3061570000,2084.429931640625
2015-06-16,2097.39990234375,2082.10009765625,2084.260009765625,2096.2900390625,2919900000,2096.2900390625
2015-06-17,2106.7900390625,2088.860107421875,2097.39990234375,2100.43994140625,3222240000,2100.43994140625
2015-06-18,2126.64990234375,2101.580078125,2101.580078125,2121.239990234375,3520360000,2121.239990234375
2015-06-19,2121.639892578125,2109.449951171875,2121.06005859375,2109.989990234375,4449810000,2109.989990234375
2015-06-22,2129.8701171875,2112.5,2112.5,2122.85009765625,3030020000,2122.85009765625
2015-06-23,2128.030029296875,2119.889892578125,2123.159912109375,2124.199951171875,3091190000,2124.199951171875
2015-06-24,2125.10009765625,2108.580078125,2123.64990234375,2108.580078125,3102480000,2108.580078125
2015-06-25,2116.0400390625,2101.780029296875,2109.9599609375,2102.31005859375,3214610000,2102.31005859375
2015-06-26,2108.919921875,2095.3798828125,2102.6201171875,2101.489990234375,5025470000,2101.489990234375
2015-06-29,2098.6298828125,2056.639892578125,2098.6298828125,2057.639892578125,3678960000,2057.639892578125
2015-06-30,2074.280029296875,2056.320068359375,2061.18994140625,2063.110107421875,4078540000,2063.110107421875
2015-07-01,2082.780029296875,2067.0,2067.0,2077.419921875,3727260000,2077.419921875
2015-07-02,2085.06005859375,2071.02001953125,2078.030029296875,2076.780029296875,2996540000,2076.780029296875
2015-07-06,2078.610107421875,2058.39990234375,2073.949951171875,2068.760009765625,3486360000,2068.760009765625
2015-07-07,2083.739990234375,2044.02001953125,2069.52001953125,2081.340087890625,4458660000,2081.340087890625
2015-07-08,2077.659912109375,2044.6600341796875,2077.659912109375,2046.6800537109375,3608780000,2046.6800537109375
2015-07-09,2074.280029296875,2049.72998046875,2049.72998046875,2051.31005859375,3446810000,2051.31005859375
2015-07-10,2081.31005859375,2052.739990234375,2052.739990234375,2076.6201171875,3065070000,2076.6201171875
2015-07-13,2100.669921875,2080.030029296875,2080.030029296875,2099.60009765625,3096730000,2099.60009765625
2015-07-14,2111.97998046875,2098.179931640625,2099.719970703125,2108.949951171875,3002120000,2108.949951171875
2015-07-15,2114.139892578125,2102.489990234375,2109.010009765625,2107.39990234375,3261810000,2107.39990234375
2015-07-16,2124.419921875,2110.550048828125,2110.550048828125,2124.2900390625,3227080000,2124.2900390625
2015-07-17,2128.909912109375,2119.8798828125,2126.800048828125,2126.639892578125,3362750000,2126.639892578125
2015-07-20,2132.820068359375,2123.659912109375,2126.85009765625,2128.280029296875,3245870000,2128.280029296875
2015-07-21,2128.489990234375,2115.39990234375,2127.550048828125,2119.2099609375,3343690000,2119.2099609375
2015-07-22,2118.510009765625,2110.0,2118.2099609375,2114.14990234375,3694070000,2114.14990234375
2015-07-23,2116.8701171875,2098.6298828125,2114.159912109375,2102.14990234375,3772810000,2102.14990234375
2015-07-24,2106.010009765625,2077.090087890625,2102.239990234375,2079.64990234375,3870040000,2079.64990234375
2015-07-27,2078.18994140625,2063.52001953125,2078.18994140625,2067.639892578125,3836750000,2067.639892578125
2015-07-28,2095.60009765625,2069.090087890625,2070.75,2093.25,4117740000,2093.25
2015-07-29,2110.60009765625,2094.080078125,2094.699951171875,2108.570068359375,4038900000,2108.570068359375
2015-07-30,2110.47998046875,2094.969970703125,2106.780029296875,2108.6298828125,3579410000,2108.6298828125
2015-07-31,2114.239990234375,2102.070068359375,2111.60009765625,2103.840087890625,3681340000,2103.840087890625
2015-08-03,2105.699951171875,2087.31005859375,2104.489990234375,2098.0400390625,3476770000,2098.0400390625
2015-08-04,2102.510009765625,2088.60009765625,2097.679931640625,2093.320068359375,3546710000,2093.320068359375
2015-08-05,2112.659912109375,2095.27001953125,2095.27001953125,2099.840087890625,3968680000,2099.840087890625
2015-08-06,2103.320068359375,2075.530029296875,2100.75,2083.56005859375,4246570000,2083.56005859375
2015-08-07,2082.610107421875,2067.909912109375,2082.610107421875,2077.570068359375,3602320000,2077.570068359375
2015-08-10,2105.35009765625,2080.97998046875,2080.97998046875,2104.179931640625,3514460000,2104.179931640625
2015-08-11,2102.659912109375,2076.489990234375,2102.659912109375,2084.070068359375,3708880000,2084.070068359375
2015-08-12,2089.06005859375,2052.090087890625,2081.10009765625,2086.050048828125,4269130000,2086.050048828125
2015-08-13,2092.929931640625,2078.260009765625,2086.18994140625,2083.389892578125,3221300000,2083.389892578125
2015-08-14,2092.449951171875,2080.610107421875,2083.14990234375,2091.5400390625,2795590000,2091.5400390625
2015-08-17,2102.8701171875,2079.300048828125,2089.699951171875,2102.43994140625,2867690000,2102.43994140625
2015-08-18,2103.469970703125,2094.139892578125,2101.989990234375,2096.919921875,2949990000,2096.919921875
2015-08-19,2096.169921875,2070.530029296875,2095.68994140625,2079.610107421875,3512920000,2079.610107421875
2015-08-20,2076.610107421875,2035.72998046875,2076.610107421875,2035.72998046875,3922470000,2035.72998046875
2015-08-21,2034.0799560546875,1970.8900146484375,2034.0799560546875,1970.8900146484375,5018240000,1970.8900146484375
2015-08-24,1965.1500244140625,1867.010009765625,1965.1500244140625,1893.2099609375,6612690000,1893.2099609375
2015-08-25,1948.0400390625,1867.0799560546875,1898.0799560546875,1867.6099853515625,5183560000,1867.6099853515625
2015-08-26,1943.0899658203125,1872.75,1872.75,1940.510009765625,5338250000,1940.510009765625
2015-08-27,1989.5999755859375,1942.77001953125,1942.77001953125,1987.6600341796875,5006390000,1987.6600341796875
2015-08-28,1993.47998046875,1975.18994140625,1986.06005859375,1988.8699951171875,3949080000,1988.8699951171875
2015-08-31,1986.72998046875,1965.97998046875,1986.72998046875,1972.1800537109375,3915100000,1972.1800537109375
2015-09-01,1970.0899658203125,1903.0699462890625,1970.0899658203125,1913.8499755859375,4371850000,1913.8499755859375
2015-09-02,1948.9100341796875,1916.52001953125,1916.52001953125,1948.8599853515625,3742620000,1948.8599853515625
2015-09-03,1975.010009765625,1944.719970703125,1950.7900390625,1951.1300048828125,3520700000,1951.1300048828125
2015-09-04,1947.760009765625,1911.2099609375,1947.760009765625,1921.219970703125,3167090000,1921.219970703125
2015-09-08,1970.4200439453125,1927.300048828125,1927.300048828125,1969.4100341796875,3548650000,1969.4100341796875
2015-09-09,1988.6300048828125,1937.8800048828125,1971.449951171875,1942.0400390625,3652120000,1942.0400390625
2015-09-10,1965.2900390625,1937.18994140625,1941.5899658203125,1952.2900390625,3626320000,1952.2900390625
2015-09-11,1961.050048828125,1939.18994140625,1951.449951171875,1961.050048828125,3218590000,1961.050048828125
2015-09-14,1963.06005859375,1948.27001953125,1963.06005859375,1953.030029296875,3000200000,1953.030029296875
2015-09-15,1983.18994140625,1954.300048828125,1955.0999755859375,1978.0899658203125,3239860000,1978.0899658203125
2015-09-16,1997.260009765625,1977.9300537109375,1978.02001953125,1995.31005859375,3630680000,1995.31005859375
2015-09-17,2020.8599853515625,1986.72998046875,1995.3299560546875,1990.199951171875,4183790000,1990.199951171875
2015-09-18,1989.6600341796875,1953.449951171875,1989.6600341796875,1958.030029296875,6021240000,1958.030029296875
2015-09-21,1979.6400146484375,1955.800048828125,1960.8399658203125,1966.969970703125,3269350000,1966.969970703125
2015-09-22,1961.3900146484375,1929.219970703125,1961.3900146484375,1942.739990234375,3808260000,1942.739990234375
2015-09-23,1949.52001953125,1932.5699462890625,1943.239990234375,1938.760009765625,3190530000,1938.760009765625
2015-09-24,1937.1700439453125,1908.9200439453125,1934.81005859375,1932.239990234375,4091530000,1932.239990234375
2015-09-25,1952.8900146484375,1921.5,1935.9300537109375,1931.3399658203125,3721870000,1931.3399658203125
2015-09-28,1929.1800537109375,1879.2099609375,1929.1800537109375,1881.77001953125,4326660000,1881.77001953125
2015-09-29,1899.47998046875,1871.9100341796875,1881.9000244140625,1884.0899658203125,4132390000,1884.0899658203125
2015-09-30,1920.530029296875,1887.1400146484375,1887.1400146484375,1920.030029296875,4525070000,1920.030029296875
2015-10-01,1927.2099609375,1900.699951171875,1919.6500244140625,1923.8199462890625,3983600000,1923.8199462890625
2015-10-02,1951.3599853515625,1893.699951171875,1921.77001953125,1951.3599853515625,4378570000,1951.3599853515625
2015-10-05,1989.1700439453125,1954.3299560546875,1954.3299560546875,1987.050048828125,4334490000,1987.050048828125
2015-10-06,1991.6199951171875,1971.989990234375,1986.6300048828125,1979.9200439453125,4202400000,1979.9200439453125
2015-10-07,1999.31005859375,1976.43994140625,1982.3399658203125,1995.8299560546875,4666470000,1995.8299560546875
2015-10-08,2016.5,1987.530029296875,1994.010009765625,2013.4300537109375,3939140000,2013.4300537109375
2015-10-09,2020.1300048828125,2007.6099853515625,2013.72998046875,2014.8900146484375,3706900000,2014.8900146484375
2015-10-12,2018.6600341796875,2010.550048828125,2015.6500244140625,2017.4599609375,2893250000,2017.4599609375
2015-10-13,2022.3399658203125,2001.780029296875,2015.0,2003.68994140625,3401920000,2003.68994140625
2015-10-14,2009.56005859375,1990.72998046875,2003.6600341796875,1994.239990234375,3644590000,1994.239990234375
2015-10-15,2024.1500244140625,1996.469970703125,1996.469970703125,2023.8599853515625,3746290000,2023.8599853515625
2015-10-16,2033.5400390625,2020.4599609375,2024.3699951171875,2033.1099853515625,3595430000,2033.1099853515625
2015-10-19,2034.449951171875,2022.31005859375,2031.72998046875,2033.6600341796875,3287320000,2033.6600341796875
2015-10-20,2039.1199951171875,2026.6099853515625,2033.1300048828125,2030.77001953125,3331500000,2030.77001953125
2015-10-21,2037.969970703125,2017.219970703125,2033.469970703125,2018.93994140625,3627790000,2018.93994140625
2015-10-22,2055.199951171875,2021.8800048828125,2021.8800048828125,2052.510009765625,4430850000,2052.510009765625
2015-10-23,2079.739990234375,2058.18994140625,2058.18994140625,2075.14990234375,4108460000,2075.14990234375
2015-10-26,2075.139892578125,2066.530029296875,2075.080078125,2071.179931640625,3385800000,2071.179931640625
2015-10-27,2070.3701171875,2058.840087890625,2068.75,2065.889892578125,4216880000,2065.889892578125
2015-10-28,2090.35009765625,2063.110107421875,2066.47998046875,2090.35009765625,4698110000,2090.35009765625
2015-10-29,2092.52001953125,2082.6298828125,2088.35009765625,2089.409912109375,4008940000,2089.409912109375
2015-10-30,2094.320068359375,2079.340087890625,2090.0,2079.360107421875,4256200000,2079.360107421875
2015-11-02,2106.199951171875,2080.760009765625,2080.760009765625,2104.050048828125,3760020000,2104.050048828125
2015-11-03,2116.47998046875,2097.510009765625,2102.6298828125,2109.7900390625,4272060000,2109.7900390625
2015-11-04,2114.590087890625,2096.97998046875,2110.60009765625,2102.31005859375,4078870000,2102.31005859375
2015-11-05,2108.780029296875,2090.409912109375,2101.679931640625,2099.929931640625,4051890000,2099.929931640625
2015-11-06,2101.909912109375,2083.739990234375,2098.60009765625,2099.199951171875,4369020000,2099.199951171875
2015-11-09,2096.56005859375,2068.239990234375,2096.56005859375,2078.580078125,3882350000,2078.580078125
2015-11-10,2083.669921875,2069.909912109375,2077.18994140625,2081.719970703125,3821440000,2081.719970703125
2015-11-11,2086.93994140625,2074.85009765625,2083.409912109375,2075.0,3692410000,2075.0
2015-11-12,2072.2900390625,2045.6600341796875,2072.2900390625,2045.969970703125,4016370000,2045.969970703125
2015-11-13,2044.6400146484375,2022.02001953125,2044.6400146484375,2023.0400390625,4278750000,2023.0400390625
2015-11-16,2053.219970703125,2019.3900146484375,2022.0799560546875,2053.18994140625,3741240000,2053.18994140625
2015-11-17,2066.68994140625,2045.9000244140625,2053.669921875,2050.43994140625,4427350000,2050.43994140625
2015-11-18,2085.31005859375,2051.989990234375,2051.989990234375,2083.580078125,3926390000,2083.580078125
2015-11-19,2086.739990234375,2078.760009765625,2083.699951171875,2081.239990234375,3628110000,2081.239990234375
2015-11-20,2097.06005859375,2082.820068359375,2082.820068359375,2089.169921875,3929600000,2089.169921875
2015-11-23,2095.610107421875,2081.389892578125,2089.409912109375,2086.590087890625,3587980000,2086.590087890625
2015-11-24,2094.1201171875,2070.2900390625,2084.419921875,2089.139892578125,3884930000,2089.139892578125
2015-11-25,2093.0,2086.300048828125,2089.300048828125,2088.8701171875,2852940000,2088.8701171875
2015-11-27,2093.2900390625,2084.1298828125,2088.820068359375,2090.110107421875,1466840000,2090.110107421875
2015-11-30,2093.81005859375,2080.409912109375,2090.949951171875,2080.409912109375,4275030000,2080.409912109375
2015-12-01,2103.3701171875,2082.929931640625,2082.929931640625,2102.6298828125,3712120000,2102.6298828125
2015-12-02,2104.27001953125,2077.110107421875,2101.7099609375,2079.510009765625,3950640000,2079.510009765625
2015-12-03,2085.0,2042.3499755859375,2080.7099609375,2049.6201171875,4306490000,2049.6201171875
2015-12-04,2093.840087890625,2051.239990234375,2051.239990234375,2091.68994140625,4214910000,2091.68994140625
2015-12-07,2090.419921875,2066.780029296875,2090.419921875,2077.070068359375,4043820000,2077.070068359375
2015-12-08,2073.85009765625,2052.320068359375,2073.389892578125,2063.590087890625,4173570000,2063.590087890625
2015-12-09,2080.330078125,2036.530029296875,2061.169921875,2047.6199951171875,4385250000,2047.6199951171875
2015-12-10,2067.64990234375,2045.6700439453125,2047.9300537109375,2052.22998046875,3715150000,2052.22998046875
2015-12-11,2047.27001953125,2008.800048828125,2047.27001953125,2012.3699951171875,4301060000,2012.3699951171875
2015-12-14,2022.9200439453125,1993.260009765625,2013.3699951171875,2021.93994140625,4612440000,2021.93994140625
2015-12-15,2053.8701171875,2025.550048828125,2025.550048828125,2043.4100341796875,4353540000,2043.4100341796875
2015-12-16,2076.719970703125,2042.4300537109375,2046.5,2073.070068359375,4635450000,2073.070068359375
2015-12-17,2076.3701171875,2041.6600341796875,2073.760009765625,2041.8900146484375,4327390000,2041.8900146484375
2015-12-18,2040.81005859375,2005.3299560546875,2040.81005859375,2005.550048828125,6683070000,2005.550048828125
2015-12-21,2022.9000244140625,2005.9300537109375,2010.27001953125,2021.1500244140625,3760280000,2021.1500244140625
2015-12-22,2042.739990234375,2020.489990234375,2023.1500244140625,2038.969970703125,3520860000,2038.969970703125
2015-12-23,2064.72998046875,2042.199951171875,2042.199951171875,2064.2900390625,3484090000,2064.2900390625
2015-12-24,2067.360107421875,2058.72998046875,2063.52001953125,2060.989990234375,1411860000,2060.989990234375
2015-12-28,2057.77001953125,2044.199951171875,2057.77001953125,2056.5,2492510000,2056.5
2015-12-29,2081.56005859375,2060.5400390625,2060.5400390625,2078.360107421875,2542000000,2078.360107421875
2015-12-30,2077.340087890625,2061.969970703125,2077.340087890625,2063.360107421875,2367430000,2063.360107421875
2015-12-31,2062.5400390625,2043.6199951171875,2060.590087890625,2043.93994140625,2655330000,2043.93994140625
2016-01-04,2038.199951171875,1989.6800537109375,2038.199951171875,2012.6600341796875,4304880000,2012.6600341796875
2016-01-05,2021.93994140625,2004.1700439453125,2013.780029296875,2016.7099609375,3706620000,2016.7099609375
2016-01-06,2011.7099609375,1979.050048828125,2011.7099609375,1990.260009765625,4336660000,1990.260009765625
2016-01-07,1985.3199462890625,1938.8299560546875,1985.3199462890625,1943.0899658203125,5076590000,1943.0899658203125
2016-01-08,1960.4000244140625,1918.4599609375,1945.969970703125,1922.030029296875,4664940000,1922.030029296875
2016-01-11,1935.6500244140625,1901.0999755859375,1926.1199951171875,1923.6700439453125,4607290000,1923.6700439453125
2016-01-12,1947.3800048828125,1914.3499755859375,1927.8299560546875,1938.6800537109375,4887260000,1938.6800537109375
2016-01-13,1950.3299560546875,1886.4100341796875,1940.3399658203125,1890.280029296875,5087030000,1890.280029296875
2016-01-14,1934.469970703125,1878.9300537109375,1891.6800537109375,1921.8399658203125,5241110000,1921.8399658203125
2016-01-15,1916.6800537109375,1857.8299560546875,1916.6800537109375,1880.3299560546875,5468460000,1880.3299560546875
2016-01-19,1901.43994140625,1864.5999755859375,1888.6600341796875,1881.3299560546875,4928350000,1881.3299560546875
2016-01-20,1876.1800537109375,1812.2900390625,1876.1800537109375,1859.3299560546875,6416070000,1859.3299560546875
2016-01-21,1889.8499755859375,1848.97998046875,1861.4599609375,1868.989990234375,5078810000,1868.989990234375
2016-01-22,1908.8499755859375,1877.4000244140625,1877.4000244140625,1906.9000244140625,4901760000,1906.9000244140625
2016-01-25,1906.280029296875,1875.969970703125,1906.280029296875,1877.0799560546875,4401380000,1877.0799560546875
2016-01-26,1906.72998046875,1878.7900390625,1878.7900390625,1903.6300048828125,4357940000,1903.6300048828125
2016-01-27,1916.989990234375,1872.699951171875,1902.52001953125,1882.949951171875,4754040000,1882.949951171875
2016-01-28,1902.9599609375,1873.6500244140625,1885.219970703125,1893.3599853515625,4693010000,1893.3599853515625
2016-01-29,1940.239990234375,1894.0,1894.0,1940.239990234375,5497570000,1940.239990234375
2016-02-01,1947.199951171875,1920.300048828125,1936.93994140625,1939.3800048828125,4322530000,1939.3800048828125
2016-02-02,1935.260009765625,1897.2900390625,1935.260009765625,1903.030029296875,4463190000,1903.030029296875
2016-02-03,1918.010009765625,1872.22998046875,1907.0699462890625,1912.530029296875,5172950000,1912.530029296875
2016-02-04,1927.3499755859375,1900.52001953125,1911.6700439453125,1915.449951171875,5193320000,1915.449951171875
2016-02-05,1913.0699462890625,1872.6500244140625,1913.0699462890625,1880.050048828125,4929940000,1880.050048828125
2016-02-08,1873.25,1828.4599609375,1873.25,1853.43994140625,5636460000,1853.43994140625
2016-02-09,1868.25,1834.93994140625,1848.4599609375,1852.2099609375,5183220000,1852.2099609375
2016-02-10,1881.5999755859375,1850.3199462890625,1857.0999755859375,1851.8599853515625,4471170000,1851.8599853515625
2016-02-11,1847.0,1810.0999755859375,1847.0,1829.0799560546875,5500800000,1829.0799560546875
2016-02-12,1864.780029296875,1833.4000244140625,1833.4000244140625,1864.780029296875,4696920000,1864.780029296875
2016-02-16,1895.77001953125,1871.43994140625,1871.43994140625,1895.5799560546875,4570670000,1895.5799560546875
2016-02-17,1930.6800537109375,1898.800048828125,1898.800048828125,1926.8199462890625,5011540000,1926.8199462890625
2016-02-18,1930.0,1915.0899658203125,1927.5699462890625,1917.8299560546875,4436490000,1917.8299560546875
2016-02-19,1918.780029296875,1902.1700439453125,1916.739990234375,1917.780029296875,4142850000,1917.780029296875
2016-02-22,1946.699951171875,1924.43994140625,1924.43994140625,1945.5,4054710000,1945.5
2016-02-23,1942.3800048828125,1919.43994140625,1942.3800048828125,1921.27001953125,3890650000,1921.27001953125
2016-02-24,1932.0799560546875,1891.0,1917.56005859375,1929.800048828125,4317250000,1929.800048828125
2016-02-25,1951.8299560546875,1925.4100341796875,1931.8699951171875,1951.699951171875,4118210000,1951.699951171875
2016-02-26,1962.9599609375,1945.780029296875,1954.949951171875,1948.050048828125,4348510000,1948.050048828125
2016-02-29,1958.27001953125,1931.81005859375,1947.1300048828125,1932.22998046875,4588180000,1932.22998046875
2016-03-01,1978.3499755859375,1937.0899658203125,1937.0899658203125,1978.3499755859375,4819750000,1978.3499755859375
2016-03-02,1986.510009765625,1968.800048828125,1976.5999755859375,1986.449951171875,4666610000,1986.449951171875
2016-03-03,1993.68994140625,1977.3699951171875,1985.5999755859375,1993.4000244140625,5081700000,1993.4000244140625
2016-03-04,2009.1300048828125,1986.77001953125,1994.010009765625,1999.989990234375,6049930000,1999.989990234375
2016-03-07,2006.1199951171875,1989.3800048828125,1996.1099853515625,2001.760009765625,4968180000,2001.760009765625
2016-03-08,1996.8800048828125,1977.4300537109375,1996.8800048828125,1979.260009765625,4641650000,1979.260009765625
2016-03-09,1992.68994140625,1979.8399658203125,1981.43994140625,1989.260009765625,4038120000,1989.260009765625
2016-03-10,2005.0799560546875,1969.25,1990.969970703125,1989.5699462890625,4376790000,1989.5699462890625
2016-03-11,2022.3699951171875,1994.7099609375,1994.7099609375,2022.18994140625,4078620000,2022.18994140625
2016-03-14,2024.5699462890625,2012.050048828125,2019.27001953125,2019.6400146484375,3487850000,2019.6400146484375
2016-03-15,2015.93994140625,2005.22998046875,2015.27001953125,2015.9300537109375,3560280000,2015.9300537109375
2016-03-16,2032.02001953125,2010.0400390625,2014.239990234375,2027.219970703125,4057020000,2027.219970703125
2016-03-17,2046.239990234375,2022.1600341796875,2026.9000244140625,2040.5899658203125,4530480000,2040.5899658203125
2016-03-18,2052.360107421875,2041.1600341796875,2041.1600341796875,2049.580078125,6503140000,2049.580078125
2016-03-21,2053.909912109375,2043.1400146484375,2047.8800048828125,2051.60009765625,3376600000,2051.60009765625
2016-03-22,2056.60009765625,2040.5699462890625,2048.639892578125,2049.800048828125,3418460000,2049.800048828125
2016-03-23,2048.550048828125,2034.8599853515625,2048.550048828125,2036.7099609375,3639510000,2036.7099609375
2016-03-24,2036.0400390625,2022.489990234375,2032.47998046875,2035.93994140625,3407720000,2035.93994140625
2016-03-28,2042.6700439453125,2031.9599609375,2037.8900146484375,2037.050048828125,2809090000,2037.050048828125
2016-03-29,2055.909912109375,2028.31005859375,2035.75,2055.010009765625,3822330000,2055.010009765625
2016-03-30,2072.2099609375,2058.27001953125,2058.27001953125,2063.949951171875,3590310000,2063.949951171875
2016-03-31,2067.919921875,2057.4599609375,2063.77001953125,2059.739990234375,3715280000,2059.739990234375
2016-04-01,2075.070068359375,2043.97998046875,2056.6201171875,2072.780029296875,3749990000,2072.780029296875
2016-04-04,2074.02001953125,2062.570068359375,2073.18994140625,2066.1298828125,3485710000,2066.1298828125
2016-04-05,2062.5,2042.56005859375,2062.5,2045.1700439453125,4154920000,2045.1700439453125
2016-04-06,2067.330078125,2043.0899658203125,2045.56005859375,2066.659912109375,3750800000,2066.659912109375
2016-04-07,2063.010009765625,2033.800048828125,2063.010009765625,2041.9100341796875,3801250000,2041.9100341796875
2016-04-08,2060.6298828125,2041.68994140625,2045.5400390625,2047.5999755859375,3359530000,2047.5999755859375
2016-04-11,2062.929931640625,2041.8800048828125,2050.22998046875,2041.989990234375,3567840000,2041.989990234375
2016-04-12,2065.050048828125,2039.739990234375,2043.719970703125,2061.719970703125,4239740000,2061.719970703125
2016-04-13,2083.179931640625,2065.919921875,2065.919921875,2082.419921875,4191830000,2082.419921875
2016-04-14,2087.840087890625,2078.1298828125,2082.889892578125,2082.780029296875,3765870000,2082.780029296875
2016-04-15,2083.219970703125,2076.31005859375,2083.10009765625,2080.72998046875,3701450000,2080.72998046875
2016-04-18,2094.659912109375,2073.64990234375,2078.830078125,2094.340087890625,3316880000,2094.340087890625
2016-04-19,2104.050048828125,2091.679931640625,2096.050048828125,2100.800048828125,3896830000,2100.800048828125
2016-04-20,2111.050048828125,2096.320068359375,2101.52001953125,2102.39990234375,4184880000,2102.39990234375
2016-04-21,2103.780029296875,2088.52001953125,2102.090087890625,2091.47998046875,4175290000,2091.47998046875
2016-04-22,2094.320068359375,2081.199951171875,2091.489990234375,2091.580078125,3790580000,2091.580078125
2016-04-25,2089.3701171875,2077.52001953125,2089.3701171875,2087.7900390625,3319740000,2087.7900390625
2016-04-26,2096.8701171875,2085.800048828125,2089.840087890625,2091.699951171875,3557190000,2091.699951171875
2016-04-27,2099.889892578125,2082.31005859375,2092.330078125,2095.14990234375,4100110000,2095.14990234375
2016-04-28,2099.300048828125,2071.6201171875,2090.929931640625,2075.81005859375,4309840000,2075.81005859375
2016-04-29,2073.85009765625,2052.280029296875,2071.820068359375,2065.300048828125,4704720000,2065.300048828125
2016-05-02,2083.419921875,2066.110107421875,2067.169921875,2081.429931640625,3841110000,2081.429931640625
2016-05-03,2077.179931640625,2054.889892578125,2077.179931640625,2063.3701171875,4173390000,2063.3701171875
2016-05-04,2060.300048828125,2045.550048828125,2060.300048828125,2051.1201171875,4058560000,2051.1201171875
2016-05-05,2060.22998046875,2045.77001953125,2052.949951171875,2050.6298828125,4008530000,2050.6298828125
2016-05-06,2057.719970703125,2039.449951171875,2047.77001953125,2057.139892578125,3796350000,2057.139892578125
2016-05-09,2064.14990234375,2054.31005859375,2057.550048828125,2058.68994140625,3788620000,2058.68994140625
2016-05-10,2084.8701171875,2062.6298828125,2062.6298828125,2084.389892578125,3600200000,2084.389892578125
2016-05-11,2083.2900390625,2064.4599609375,2083.2900390625,2064.4599609375,3821980000,2064.4599609375
2016-05-12,2073.989990234375,2053.1298828125,2067.169921875,2064.110107421875,3782390000,2064.110107421875
2016-05-13,2066.7900390625,2043.1300048828125,2062.5,2046.6099853515625,3579880000,2046.6099853515625
2016-05-16,2071.8798828125,2046.530029296875,2046.530029296875,2066.659912109375,3501360000,2066.659912109375
2016-05-17,2065.68994140625,2040.8199462890625,2065.0400390625,2047.2099609375,4108960000,2047.2099609375
2016-05-18,2060.610107421875,2034.489990234375,2044.3800048828125,2047.6300048828125,4101320000,2047.6300048828125
2016-05-19,2044.2099609375,2025.9100341796875,2044.2099609375,2040.0400390625,3846770000,2040.0400390625
2016-05-20,2058.35009765625,2041.8800048828125,2041.8800048828125,2052.320068359375,3507650000,2052.320068359375
2016-05-23,2055.580078125,2047.260009765625,2052.22998046875,2048.0400390625,3055480000,2048.0400390625
2016-05-24,2079.669921875,2052.64990234375,2052.64990234375,2076.06005859375,3627340000,2076.06005859375
2016-05-25,2094.72998046875,2078.929931640625,2078.929931640625,2090.5400390625,3859160000,2090.5400390625
2016-05-26,2094.300048828125,2087.080078125,2091.43994140625,2090.10009765625,3230990000,2090.10009765625
2016-05-27,2099.06005859375,2090.06005859375,2090.06005859375,2099.06005859375,3079150000,2099.06005859375
